age,age_group,gender,weight (kg),height (m),max_BPM,avg_BPM,resting_BPM,session_duration (hours),calories_burned,workout_type,fat_percentage,water_intake (liters),workout_frequency (days/week),experience_level,bmi,bmi_category
59,senior,Male,66.9,1.57,178,120,71,1.44,1153,Yoga,27.5,3.3,2,2,20.4,normal
42,adult,Female,50.3,1.69,199,159,69,0.95,1293,Yoga,14.8,3.2,3,2,,underweight
32,adult,Male,68.7,1.77,186,,63,1.85,1118,Yoga,28.5,3.5,3,2,17.39,underweight
37,adult,Male,44.2,1.5,194,154,74,1.11,612,Cardio,24,3.5,2,2,20.62,normal
18,young adult,Female,46,1.79,177,140,68,2,1386,Cardio,23.6,3.2,3,2,18,underweight
18,young adult,Male,74.8,1.76,186,134,68,0.5,1783,Cardio,21.8,3.5,4,3,23.47,normal
54,senior,Male,46.3,1.62,161,138,60,1.03,1175,HIIT,32.2,2.5,4,2,19.44,normal
24,young adult,Male,87.1,1.9,196,122,51,1.42,1153,Yoga,27.6,3.3,3,1,36.55,obese
43,adult,Female,40,1.89,169,134,54,0.57,1267,HIIT,21.4,1.5,4,2,12.32,underweight
18,young adult,Female,49.3,1.71,162,160,52,1.23,375,Yoga,29.4,3.4,5,,14.06,underweight
18,young adult,Female,67.9,1.81,194,137,73,1.19,1405,Cardio,33.8,3.2,2,1,12.32,underweight
33,adult,Male,49.7,1.82,179,169,71,1.55,968,Cardio,32.2,3.6,4,3,21.87,normal
49,senior,Male,88.4,1.75,192,145,74,1.27,493,Yoga,23.5,2.2,3,1,12.42,underweight
48,senior,Male,45.8,,167,135,53,1.28,1239,Strength,24.5,1.6,4,,19.27,normal
19,young adult,Male,129.9,1.82,182,158,70,1.44,1155,Cardio,20.2,3.6,,1,17.37,underweight
35,adult,Male,40.3,1.79,183,120,68,1.24,1420,Strength,14.5,1.7,5,1,13.37,underweight
34,adult,Male,72.1,1.78,167,163,58,0.84,536,HIIT,12.1,2.9,3,2,12.32,underweight
50,senior,Female,103.8,1.54,185,169,56,2,766,HIIT,27.3,3.1,3,1,12.32,underweight
18,young adult,Male,41,1.97,189,149,63,1.64,596,Strength,,1.8,2,2,12.32,underweight
36,adult,Female,85.1,1.73,194,156,74,1.41,1024,Cardio,28.9,3.5,4,3,13.22,underweight
18,young adult,Male,81,1.64,175,169,74,1.99,878,Yoga,21.7,1.5,2,3,13.42,underweight
47,senior,Female,74.1,1.87,168,123,70,0.95,1030,Yoga,14.8,1.5,3,1,21.54,normal
32,adult,,72.1,1.71,173,156,72,1.61,606,HIIT,12,2.7,2,2,17.91,underweight
45,senior,Female,47.9,1.71,194,169,70,0.78,772,HIIT,23.5,2.8,3,2,20.37,normal
25,young adult,Male,113.3,1.75,187,155,74,1.44,564,Strength,22.1,1.6,3,2,21.36,normal
23,young adult,Male,56.8,1.83,197,152,56,1.22,1193,Cardio,23.2,1.6,4,2,,underweight
23,young adult,Female,78.2,1.9,180,131,55,0.85,888,Strength,16.2,2.3,3,1,29.89,overweight
25,young adult,Male,40,1.68,175,123,66,0.74,1783,Strength,27.9,3.5,3,3,14.27,underweight
59,senior,Male,40,1.78,179,139,59,1.16,483,HIIT,19.7,3.7,,1,19.22,normal
23,young adult,Female,69.2,1.73,180,165,70,2,765,HIIT,23.3,1.8,4,2,21.96,normal
48,senior,Female,91.3,1.58,175,152,72,1.25,1576,Yoga,28.9,3.4,2,2,19.62,normal
46,senior,Male,68.2,1.88,172,167,70,1.41,723,Strength,17.2,2.6,5,1,32.75,obese
18,young adult,Female,45.1,1.86,182,169,64,0.92,1482,Strength,25.5,3.7,2,3,18.99,normal
20,young adult,Male,70.5,1.65,179,144,74,0.6,1151,Yoga,15.5,3.5,2,2,12.32,underweight
18,young adult,Female,54.2,1.68,199,137,74,1.67,972,HIIT,14.1,3.4,2,,15.66,underweight
18,young adult,Female,83.6,1.86,170,162,74,0.83,732,HIIT,22.7,2.8,2,3,24.77,normal
37,adult,Female,58,1.6,168,143,52,1.28,834,Strength,21,3.6,4,2,22.2,normal
27,young adult,Female,45.6,,177,146,74,2,1108,Yoga,18,2.9,4,2,26.74,overweight
52,senior,Female,40,1.91,194,151,59,1.96,535,HIIT,23.4,1.5,4,2,23.62,normal
30,adult,Female,40,1.62,166,164,73,1.23,1046,Yoga,25.2,3.7,5,3,14.53,underweight
23,young adult,Female,83.5,1.5,194,142,63,2,767,Yoga,25.8,2.9,4,2,12.32,underweight
22,young adult,Female,81.9,1.8,163,146,74,1.15,971,HIIT,22.4,2.5,5,,28.26,overweight
40,adult,Male,45.2,1.74,180,136,74,1.08,1058,Yoga,26,3.3,,3,18.36,underweight
49,senior,Male,60.2,1.62,162,155,72,1.11,1105,Strength,23.4,3.1,3,1,16.85,underweight
51,senior,,47.3,1.74,194,148,55,2,1259,Strength,28.8,3.1,3,1,24.75,normal
28,young adult,Male,69.3,1.61,187,140,53,1.12,998,HIIT,17.6,2.8,,3,32.49,obese
33,adult,Female,40,1.79,189,144,67,2,1285,HIIT,27.2,2.6,3,2,15.69,underweight
48,senior,Male,87.3,2,190,159,61,1.97,897,Yoga,10.7,3.5,5,3,18.2,underweight
49,senior,Male,40,1.77,175,127,73,1.2,1109,Yoga,24.7,2.4,3,3,25.41,overweight
26,young adult,Female,55.4,2,,124,62,1.22,1292,HIIT,26.8,2.4,3,2,19.35,normal
18,young adult,Male,50.9,1.73,170,137,58,1.43,804,Strength,23.5,3.7,2,2,17.61,underweight
55,senior,Female,59.9,1.53,178,157,54,1.23,1044,HIIT,26.9,3.4,4,1,31.33,obese
44,adult,Male,66.8,1.97,194,126,65,1.66,1382,HIIT,18.5,1.6,4,2,23.14,normal
50,senior,Male,97,1.65,191,133,70,1.43,1256,Cardio,27.1,1.5,5,,27.51,overweight
37,adult,Male,75.8,1.63,192,131,64,0.98,921,Strength,26.5,1.5,4,1,14,underweight
21,young adult,Female,51.6,1.5,175,149,66,2,863,Yoga,25.2,2,3,1,24.7,normal
27,young adult,Female,55.4,1.88,187,134,53,2,855,Strength,16.3,2.6,5,1,14.33,underweight
23,young adult,Male,72.9,1.51,190,164,57,1.29,925,Strength,22.3,1.5,2,1,40.08,obese
30,adult,Female,80.2,1.91,192,135,62,1.47,1461,Strength,16.5,3.7,2,3,28.49,overweight
,teen,Male,97.2,1.73,175,165,72,1.15,707,Strength,14.3,1.5,,2,16.19,underweight
45,senior,Male,121.2,1.67,186,133,55,2,466,Cardio,16.7,3.4,4,1,30.69,obese
36,adult,Female,100.2,1.93,199,166,60,0.98,1076,HIIT,24.6,2.7,4,2,16.49,underweight
54,senior,Male,56.4,1.55,186,135,74,1.73,0,Yoga,19.7,2.6,3,1,20.19,normal
45,senior,Male,84.1,1.71,161,169,56,1.38,480,Yoga,22.4,3.4,3,3,38.83,obese
51,senior,Male,52,1.92,173,164,74,1.31,706,Cardio,25.7,1.5,2,1,14.05,underweight
25,young adult,Male,70.7,1.7,165,160,53,0.99,808,HIIT,23.5,2.1,3,1,18.29,underweight
52,senior,Female,50.8,1.8,199,159,63,1.51,1153,HIIT,24.9,2.4,4,2,16.16,underweight
28,young adult,,48.7,1.6,175,133,59,1.38,996,HIIT,23.5,1.5,2,2,21.98,normal
24,young adult,,51.3,1.69,174,153,74,1.18,828,Yoga,16.1,2.6,3,2,21.88,normal
42,adult,Female,77,1.63,185,136,68,1.07,1029,Cardio,29.2,1.5,5,1,15.93,underweight
31,adult,Female,50.1,1.69,185,169,64,1.68,1001,Strength,27.4,1.6,4,1,22.3,normal
45,senior,Female,99.3,1.93,182,137,50,1.23,686,Strength,,2.4,3,3,33.26,obese
18,young adult,Male,89.2,1.88,189,167,58,2,1126,Cardio,29.7,3.5,4,2,13.63,underweight
18,young adult,Female,70.8,1.96,196,130,61,1.46,708,NA,25.2,2.2,3,2,12.32,underweight
50,senior,Male,59.1,1.74,181,156,51,1.01,985,Yoga,30.1,3.5,2,3,24.07,normal
46,senior,Female,67.5,1.76,160,150,74,1.43,577,Yoga,20,2.6,4,2,17.39,underweight
46,senior,Male,91.4,1.71,183,136,58,0.93,0,Cardio,30.8,3.4,4,1,,underweight
27,young adult,Female,41.4,1.69,191,169,56,1.99,647,Yoga,23.2,2.8,5,2,16.26,underweight
24,young adult,Female,80,1.59,198,125,70,1.68,1263,NA,15.3,3.6,3,2,14.62,underweight
24,young adult,Male,95.5,1.57,181,158,67,1.47,1609,Cardio,32.5,2,4,2,26.3,overweight
18,young adult,Male,66.9,1.76,163,169,55,1.15,1018,Yoga,24.2,3,3,1,16.52,underweight
18,young adult,Male,82.8,1.5,197,134,74,1.79,1009,Cardio,30.5,3.3,3,3,19.41,normal
26,young adult,Male,79.7,1.64,194,148,55,2,1462,Yoga,21.8,3.2,4,2,26.9,overweight
18,young adult,Female,80.4,1.79,171,169,74,1.43,0,HIIT,16.3,3.6,3,2,15.03,underweight
33,adult,Female,71.8,1.51,190,167,59,1.84,1321,HIIT,26.6,3.2,4,3,12.97,underweight
35,adult,Male,73.4,1.57,169,138,67,1.14,977,Strength,32.4,3,4,3,25.05,overweight
54,senior,Female,45.8,1.62,163,135,66,1.26,1703,Strength,15.2,1.6,4,2,17.99,underweight
44,adult,Female,106.8,1.65,171,143,71,1.54,1295,Cardio,17.1,3.5,3,3,25.4,overweight
19,young adult,Male,59.8,1.7,181,120,73,1.54,1130,Cardio,29.6,3.5,3,1,22.56,normal
45,senior,Female,88.4,1.5,181,132,66,2,0,Cardio,23,2.4,3,1,28.39,overweight
44,adult,Male,52.5,1.65,174,169,51,1.95,1783,Cardio,29.4,2,2,1,16.41,underweight
58,senior,Male,56.5,1.76,180,139,74,2,1396,Yoga,24.1,3.4,2,2,28.26,overweight
18,young adult,Male,49.9,1.74,177,161,70,2,950,HIIT,23,3.4,4,2,17.53,underweight
30,adult,,62.3,1.82,174,160,64,1.23,1080,Cardio,15.9,2.5,3,3,22.26,normal
18,young adult,Female,76.1,1.64,196,169,63,1.43,686,Cardio,34.8,1.5,3,3,33.24,obese
18,young adult,Female,40,1.74,160,145,74,0.53,907,Strength,24.8,3.6,,3,24.44,normal
18,young adult,Male,91.1,1.7,,137,68,1.03,826,Cardio,33.7,3.5,2,2,18.24,underweight
28,young adult,Female,67.1,1.9,184,169,59,1.61,587,Yoga,20.8,2.7,3,1,12.32,underweight
18,young adult,Female,53.9,1.69,187,169,56,1.34,752,Yoga,13.6,3.3,3,2,15.23,underweight
34,adult,Female,79.3,1.65,181,149,64,1.4,501,HIIT,12,2.3,2,1,24.84,normal
18,young adult,Female,40,1.88,165,145,71,1.59,1121,Strength,22.6,3.4,2,1,14.1,underweight
35,adult,Male,75.7,1.74,189,136,74,1.7,854,HIIT,24,1.5,2,2,12.47,underweight
29,young adult,Male,82.5,1.79,190,132,69,0.9,664,Yoga,10,2.3,2,1,34.85,obese
19,young adult,Male,40,1.84,199,123,74,1.34,904,NA,30.2,3.1,3,1,16.34,underweight
20,young adult,Female,73,1.59,175,165,70,0.96,869,NA,30.1,3,5,1,15.01,underweight
23,young adult,Female,56.5,1.97,169,151,56,2,1380,Strength,28.6,2.6,3,2,13.2,underweight
33,adult,Male,78.7,1.61,193,137,55,0.93,1668,Strength,24.5,2.3,,2,19.47,normal
27,young adult,Male,75.4,1.58,192,169,63,1.3,1386,Strength,16.9,3.6,3,1,15.63,underweight
48,senior,Male,59.6,1.78,181,152,53,1.65,1741,Strength,23.2,3.3,4,1,12.32,underweight
29,young adult,Female,57.2,1.84,168,141,74,1.56,303,Yoga,16.8,2.4,5,3,29.68,overweight
39,adult,Female,74.3,1.63,178,169,57,1.35,1376,Yoga,25.9,3.2,3,3,20.29,normal
46,senior,Male,64.4,1.82,186,121,72,1.96,582,Cardio,26.2,,3,3,28.07,overweight
42,adult,Male,,,182,140,60,2,786,HIIT,27.5,1.5,2,1,22.4,normal
54,senior,Male,63.8,1.92,188,131,57,0.98,1117,HIIT,20.7,1.6,5,2,26.75,overweight
21,young adult,Female,45.1,1.87,192,138,69,1.89,1071,NA,25.8,2.3,5,2,19.64,normal
27,young adult,Male,63.7,1.86,183,,70,0.91,759,Strength,24.5,3.5,3,3,18.88,normal
30,adult,Female,,1.81,179,144,50,1.52,1144,HIIT,22,1.5,2,2,14.43,underweight
58,senior,,59,1.78,166,144,74,1.47,1152,Strength,28.9,3.4,5,2,22.67,normal
20,young adult,Male,57.1,1.66,168,146,74,1.17,1040,Cardio,24.6,3.5,2,2,17.57,underweight
43,adult,Male,68.8,1.79,188,122,73,1.56,350,HIIT,23.4,1.5,4,1,14.27,underweight
26,young adult,Female,62.9,1.69,192,139,69,1.77,0,Strength,28.8,3.4,4,2,12.32,underweight
55,senior,Female,98.6,1.6,197,167,74,1.16,802,HIIT,22.1,2.9,4,2,14.29,underweight
25,young adult,Female,102.8,2,166,131,73,1.28,1783,Cardio,27.1,3.2,,1,14.05,underweight
36,adult,Male,45.8,1.59,177,126,74,0.92,1221,Strength,32.9,3,3,3,30.03,obese
53,senior,Female,47.5,1.66,166,156,55,1.1,1766,HIIT,22.5,1.6,3,1,32.14,obese
52,senior,Male,88,1.87,180,128,74,1.44,1058,Strength,32.2,1.7,4,2,27.54,overweight
43,adult,Male,76.3,1.66,188,164,58,0.84,606,Strength,25.7,1.8,3,1,28.19,overweight
31,adult,Female,85.9,1.7,162,143,56,2,1455,Yoga,28,3.3,3,3,12.78,underweight
28,young adult,Male,93.7,1.77,192,142,57,1.45,1230,Cardio,14.8,3.6,2,2,23.62,normal
26,young adult,Male,83.6,1.79,171,128,72,0.7,1247,Strength,25.4,3.2,3,1,27.91,overweight
38,adult,Male,101.4,2,190,169,63,0,1772,Cardio,20.7,2.6,4,1,38.99,obese
36,adult,,77.6,1.6,183,165,72,0.66,1208,Cardio,25.6,1.7,3,1,12.44,underweight
28,young adult,,44.7,1.68,166,160,62,0.99,1672,Yoga,28.6,1.5,2,3,17.59,underweight
40,adult,Male,79.9,1.51,175,169,64,1.44,1277,Yoga,26.2,1.5,5,3,14.09,underweight
45,senior,Female,70.2,1.82,167,139,67,1.32,953,Strength,10,1.5,4,2,13.6,underweight
40,adult,Female,44.2,1.7,161,160,64,1.71,979,Yoga,23.7,3.4,3,2,24.1,normal
49,senior,Male,90.6,1.78,181,130,63,1.27,1002,Strength,28.2,2.3,3,2,15.66,underweight
40,adult,Female,56.8,1.54,166,167,71,1.06,1225,Yoga,27.6,1.7,4,1,12.32,underweight
51,senior,Female,48.7,1.5,168,140,58,0.93,1108,Cardio,27.3,3.2,2,2,12.32,underweight
41,adult,Female,72.3,1.66,165,142,74,1.4,758,Cardio,25.6,3.6,4,1,23.85,normal
43,adult,Female,68,1.78,183,120,58,2,1030,HIIT,22.8,1.5,4,2,17.25,underweight
44,adult,Male,46.7,1.81,191,132,58,1.45,1113,Cardio,10,3.5,4,3,23.21,normal
30,adult,Male,59.4,1.87,190,122,50,1.77,1337,Yoga,25.5,2.8,4,1,23.2,normal
18,young adult,Female,75.9,1.7,183,151,51,1.01,1289,HIIT,30.1,3.2,2,1,24.94,normal
47,senior,Female,45.1,1.73,193,152,57,1.25,918,NA,29.7,2.8,3,3,14.58,underweight
25,young adult,Female,64.6,1.51,194,127,55,1.4,1155,Cardio,26.9,3.5,2,3,17.74,underweight
18,young adult,Female,68.7,1.6,163,135,61,1.05,367,Yoga,23.1,3.6,3,,33.26,obese
45,senior,Female,61.1,1.74,171,164,69,1.16,1019,Yoga,19.6,2.8,3,1,16.37,underweight
47,senior,Female,70.1,1.71,199,139,74,1.15,1238,Cardio,25.1,2.5,4,1,19.95,normal
28,young adult,Male,50.3,1.81,176,156,70,1.46,1143,Strength,31.8,1.9,3,1,26.47,overweight
18,young adult,Female,66.8,1.62,161,169,74,1.57,1410,HIIT,30.2,3.3,,,22.63,normal
28,young adult,Male,59.9,1.7,169,163,65,1.26,1474,Yoga,11.7,2.9,4,1,33.85,obese
41,adult,Male,52.8,1.68,192,132,59,1.47,1709,Cardio,29.6,3.5,4,1,12.32,underweight
51,senior,Female,62.7,1.73,198,140,50,1.98,1656,Strength,18.2,3.6,4,2,33.87,obese
34,adult,Male,76.4,1.84,164,161,69,1.2,978,Cardio,17,3,3,1,21.69,normal
52,senior,Male,54.7,1.93,193,135,62,2,416,Cardio,31.9,3.2,2,2,34.32,obese
18,young adult,Female,49,1.72,190,153,60,0.72,862,HIIT,24.4,2.8,4,3,17.26,underweight
30,adult,Male,46.3,1.59,166,133,54,1.33,1001,Strength,23.8,2.2,2,2,17.74,underweight
35,adult,Female,68.2,1.7,178,137,52,2,1181,HIIT,23.5,3.3,3,2,31.92,obese
36,adult,Female,85.1,1.67,184,131,53,1.03,608,Yoga,19.7,2.1,4,2,20.8,normal
,teen,Female,59.8,2,188,144,70,2,1337,HIIT,32.9,3.1,3,1,14.17,underweight
56,senior,Female,63.7,1.74,161,158,65,1.94,1297,Yoga,28.6,3.2,3,3,14.53,underweight
34,adult,Male,40,1.68,183,167,64,1.45,1642,Yoga,28.2,2.3,3,2,17.03,underweight
56,senior,Male,64.7,1.78,199,129,62,1.1,941,HIIT,11.5,2.4,3,2,13.72,underweight
28,young adult,Male,56.5,1.73,198,136,74,1.23,991,Strength,14.5,3.6,5,1,13.82,underweight
18,young adult,Male,56.9,1.74,180,149,59,0.89,1441,Cardio,22,3.2,2,2,19.82,normal
18,young adult,Male,115.8,1.68,177,150,74,1.11,629,Strength,24.2,3.6,5,2,20.56,normal
45,senior,Male,46,1.76,165,135,69,1.05,1121,Yoga,24,1.5,5,2,28.92,overweight
47,senior,Female,46.9,1.91,162,145,53,1.17,733,HIIT,23.8,1.5,3,2,14.88,underweight
49,senior,Male,110.8,1.62,162,169,59,1.34,1783,Cardio,11.5,1.7,4,2,21.26,normal
19,young adult,Male,97.4,1.75,173,144,56,1.27,917,HIIT,27.1,3.2,4,2,28.45,overweight
42,adult,Male,117.7,1.71,198,149,74,0.89,943,Cardio,23.7,1.8,4,1,26.89,overweight
24,young adult,,91.2,1.66,167,129,60,1.27,314,HIIT,30.8,3.4,5,1,21.76,normal
18,young adult,Female,100.3,1.83,168,125,74,1.21,746,Yoga,23.3,3.4,5,1,,underweight
28,young adult,Male,51.1,1.66,161,154,65,0.86,944,HIIT,31.1,3.3,5,2,19.67,normal
18,young adult,Male,79,1.64,191,150,74,1.37,1741,Yoga,16.9,1.9,4,,30.73,obese
44,adult,Female,65,1.57,165,168,70,1.02,1232,Cardio,27.9,3.6,3,1,32.75,obese
24,young adult,Male,86.3,1.71,191,150,50,1.33,1166,Yoga,33.3,1.8,3,1,18.7,normal
39,adult,Male,43.3,1.68,184,128,51,1.5,712,Cardio,13.2,1.5,2,2,17.06,underweight
18,young adult,Male,50.6,2,179,133,,1.85,1265,Strength,19.8,2.7,,2,20.88,normal
52,senior,Male,40,1.71,165,157,74,1.64,1001,HIIT,18.6,2.8,4,2,17.27,underweight
18,young adult,Female,59.9,1.76,179,169,66,1.26,1024,Cardio,,2.1,3,1,18.69,normal
56,senior,Female,59.1,2,177,,58,0.94,1277,Yoga,14.1,3.4,3,2,16.29,underweight
24,young adult,,62.8,1.68,177,163,53,2,1005,HIIT,25.9,2.9,4,1,19.91,normal
59,senior,Female,72.8,1.65,172,165,55,1.17,1104,HIIT,15.4,3.4,3,1,14.86,underweight
29,young adult,Female,65,1.77,194,152,66,1.34,715,HIIT,25.2,1.8,2,1,23.25,normal
18,young adult,Female,74.2,1.85,177,151,66,2,1104,HIIT,28,1.5,3,1,,underweight
46,senior,Female,61.2,1.79,190,157,72,1.05,947,Strength,22.6,2.5,3,1,17.28,underweight
27,young adult,Female,63.3,1.9,183,148,67,0.58,933,HIIT,20,3.2,4,2,22.45,normal
40,adult,Female,95.3,1.86,171,130,67,1.46,796,Strength,10,2,4,1,22.23,normal
42,adult,,73.6,1.73,182,159,66,1.65,1265,Cardio,23.2,2.4,2,2,,underweight
35,adult,Male,124.8,1.75,176,161,59,1.2,1240,Yoga,10,3.3,3,2,28.03,overweight
18,young adult,Male,75.4,1.97,177,136,67,0.76,1371,HIIT,29.7,3.1,2,1,15.43,underweight
46,senior,Male,49.8,1.91,160,146,65,2,1009,HIIT,29.4,3,3,3,12.84,underweight
18,young adult,Male,61,1.67,163,139,70,1.22,361,Strength,27.4,3.4,2,3,17.17,underweight
47,senior,Male,100.2,1.67,196,151,73,1.48,953,NA,24.5,3.2,3,,26.79,overweight
33,adult,Female,73,1.69,196,135,67,1.93,881,Yoga,10,2.2,2,2,23.54,normal
30,adult,Male,88.2,1.72,191,155,54,1.28,911,Strength,27.2,2.2,4,3,15.42,underweight
34,adult,Female,61.7,1.81,183,141,72,0.98,1443,HIIT,31.4,2.6,4,3,20.6,normal
30,adult,Male,120,1.79,187,141,51,2,1508,Yoga,,2.5,4,1,21.36,normal
30,adult,Male,45.4,1.73,197,151,50,1.27,1200,Cardio,23.1,3.6,4,3,17.33,underweight
30,adult,Male,40,1.87,186,140,56,1.57,848,NA,26.6,2.6,5,1,12.87,underweight
22,young adult,Male,129.9,1.62,185,141,52,1.62,571,Strength,27.2,1.8,4,2,12.32,underweight
53,senior,Female,71.9,2,191,161,74,1.6,1286,Cardio,29,3.7,5,2,12.32,underweight
44,adult,Female,115.6,1.5,186,145,55,1.65,1075,HIIT,25.1,3.5,2,1,18.41,underweight
26,young adult,Female,64.7,1.61,197,137,74,1.48,1088,HIIT,25.1,2.2,5,2,24.23,normal
52,senior,Male,58.2,1.71,182,161,50,1.49,1364,HIIT,28.7,3.5,3,2,21.89,normal
49,senior,Male,53.8,1.81,185,169,71,1.56,1345,Strength,25.3,2.4,4,2,19.34,normal
26,young adult,Female,63.6,1.77,173,145,55,1.29,1586,Strength,18.9,2.8,3,1,22.45,normal
23,young adult,Male,62.3,1.68,167,122,74,1.69,772,Cardio,21.1,3.3,,1,12.98,underweight
26,young adult,Male,55.9,1.61,192,,74,1,1133,Cardio,21.1,2.6,5,1,21.42,normal
41,adult,Female,65.7,1.57,170,169,71,1.13,708,Yoga,26.5,1.9,5,1,12.32,underweight
59,senior,Female,65.5,1.78,168,139,56,1.26,505,Strength,22.8,2,2,2,28.6,overweight
39,adult,Female,90.5,,175,169,51,2,883,HIIT,30.8,3.6,3,2,20.06,normal
28,young adult,Female,40,1.81,194,164,57,1.57,1070,Yoga,21.3,3.4,3,1,37.33,obese
48,senior,Male,40,1.67,169,168,57,2,833,Strength,17.8,2.2,3,3,12.32,underweight
54,senior,Female,76.8,1.79,189,132,64,1.32,815,Strength,20.7,2.1,4,1,20.66,normal
26,young adult,Female,92.4,1.59,165,169,55,1.49,1783,HIIT,24.9,1.5,4,2,22.09,normal
28,young adult,Male,88.5,1.64,160,163,50,1.25,1190,Cardio,31.7,3.2,3,1,26.98,overweight
52,senior,Female,54.3,1.73,185,137,57,2,1783,Yoga,20.5,3.1,3,2,22.75,normal
23,young adult,Male,71.2,1.56,170,140,68,0.79,1014,Yoga,21.8,3.5,4,1,13.25,underweight
26,young adult,Female,64.1,1.68,190,168,55,1.35,1175,Strength,28.1,3.4,2,2,39.84,obese
18,young adult,Female,45.3,1.75,190,169,69,0.82,808,Cardio,28.4,3.7,2,3,26.5,overweight
21,young adult,Female,76,1.72,196,160,73,1.51,1306,Strength,28.8,3.5,3,3,12.32,underweight
41,adult,Female,40,1.69,192,138,66,0.95,1556,Yoga,26,2.6,4,1,19.94,normal
30,adult,Male,129.9,1.78,189,120,74,1.51,828,Yoga,20,1.5,2,1,30.83,obese
27,young adult,Female,62.9,1.73,187,157,54,0.99,569,Strength,27.9,2.4,4,1,28.52,overweight
28,young adult,Male,69.3,1.99,183,154,62,1.97,827,Strength,14.4,1.5,4,2,18.72,normal
38,adult,Male,60.6,1.81,170,159,71,1.45,577,Cardio,24.8,3.7,3,3,13.74,underweight
59,senior,Female,40,1.65,179,163,71,1.93,823,Cardio,23.4,3.4,3,1,22.78,normal
33,adult,Female,56.6,2,173,131,71,1.65,680,NA,24.1,1.9,3,2,37.62,obese
27,young adult,Female,75.2,1.96,172,132,61,1.22,829,HIIT,14.9,2.7,3,1,21.52,normal
46,senior,Female,78.4,1.55,176,132,69,2,0,Strength,23.3,2.2,2,1,23.63,normal
25,young adult,Male,42.2,1.82,185,140,56,0.86,373,Strength,17.9,3.5,4,2,29.27,overweight
29,young adult,Female,57,1.7,168,160,61,0.74,976,Yoga,17.7,2.8,4,3,12.32,underweight
32,adult,Female,40,1.89,177,134,71,0,1270,HIIT,23.9,1.9,,2,18,underweight
49,senior,Male,128.5,1.96,196,138,68,0.5,1165,Cardio,26.1,3.4,2,1,22.89,normal
28,young adult,Female,45,1.8,187,162,74,1.82,1395,Strength,23.2,2.7,4,3,12.32,underweight
18,young adult,Female,78.5,1.81,190,127,74,1.38,466,Yoga,29.9,1.7,4,3,15.7,underweight
50,senior,Female,49.4,1.91,188,131,74,1.11,963,Strength,17.6,2.7,2,1,17.89,underweight
27,young adult,Female,50.3,1.66,180,131,74,1.12,677,Cardio,27.6,1.8,2,2,39.72,obese
40,adult,Female,61,1.88,171,138,62,1.38,1180,HIIT,24.9,2,2,3,12.32,underweight
59,senior,Male,79.3,1.79,198,162,74,1.78,933,Strength,25.2,2.7,4,2,16,underweight
57,senior,Female,40,1.62,190,123,57,1.43,1093,Yoga,25.2,3.2,5,1,21.11,normal
18,young adult,Male,50,1.69,196,143,53,0,1115,Yoga,21.6,2.7,4,,28.53,overweight
18,young adult,Male,48.6,1.95,175,152,57,1.87,862,Strength,23.1,1.6,3,1,12.32,underweight
26,young adult,Male,91.3,1.63,186,156,67,0.92,1091,Yoga,22.6,2.4,,1,19.46,normal
50,senior,Female,102.2,1.65,198,157,64,1.64,1123,Yoga,17.3,3.3,4,2,17.77,underweight
48,senior,Female,40,1.75,196,133,74,2,517,Cardio,12.8,2.5,4,1,12.32,underweight
41,adult,Female,69.6,1.63,193,169,55,1.46,1157,Strength,27.9,3.7,4,1,32.29,obese
23,young adult,Female,56.8,1.75,183,149,74,1.54,926,Strength,25.3,2.6,2,,12.32,underweight
50,senior,Female,99.4,1.7,181,120,58,0.88,694,Yoga,30.5,1.5,3,,16.45,underweight
18,young adult,Male,51.4,1.83,195,141,54,0.97,1145,HIIT,23.7,1.7,2,3,16.63,underweight
22,young adult,Male,96.9,1.8,163,132,56,0.94,748,HIIT,21.7,2.5,4,2,24.29,normal
26,young adult,Female,64.3,1.7,192,140,65,1.51,1236,Yoga,33.9,3.6,3,2,39.07,obese
42,adult,Female,40,1.72,197,139,74,1.64,1143,Yoga,24,1.5,3,2,19.15,normal
37,adult,Male,40,1.92,194,128,72,1.89,1753,Strength,10,3.4,5,1,15.24,underweight
30,adult,Female,85.4,1.71,188,169,74,1.17,744,HIIT,21.6,3.6,4,2,20.15,normal
33,adult,Female,72.9,1.58,178,153,57,0.94,1139,HIIT,25.9,3.5,2,1,18.97,normal
25,young adult,Female,48.8,1.84,186,168,65,1.68,972,Strength,25,1.7,3,2,16.6,underweight
18,young adult,Male,54.9,1.74,187,131,74,0.93,597,HIIT,,3.2,3,3,18.89,normal
38,adult,Male,53.6,1.7,188,126,73,0.97,1083,Yoga,30.4,3.4,4,2,12.32,underweight
47,senior,Male,77.9,1.76,164,139,59,1.29,1233,Cardio,34,2.8,2,1,15.38,underweight
35,adult,Male,68.5,1.73,175,142,58,1.2,840,Cardio,19.3,2.1,2,3,12.32,underweight
59,senior,,,1.56,164,124,56,0.85,917,Cardio,29.4,3.7,2,,18.27,underweight
28,young adult,,77.2,1.86,180,133,,1.55,1710,Strength,26.5,1.6,4,3,17.34,underweight
32,adult,Female,113.1,1.73,165,135,58,1.5,1081,Yoga,26.2,3.3,4,1,12.32,underweight
27,young adult,Female,53.7,1.75,167,137,74,2,788,Yoga,13.3,2.6,3,,16.24,underweight
